gene_id,mean,median,gene_name,chromosome_name,genomic_strand,TSS,split
ENSG00000166974,7.778934347826087,7.23845,MAPRE2,18,+,35041387,train
ENSG00000166979,6.977909999999999,6.33935,EVA1C,21,+,32412437,train
ENSG00000166986,15.907487826086957,14.8311,MARS1,12,+,57488068,train
ENSG00000166987,3.3947034782608694,3.18325,MBD6,12,+,57522801,train
ENSG00000166997,3.6812539130434794,3.4763,CNPY4,7,+,100119607,train
ENSG00000167004,94.19030739130432,82.70855,PDIA3,15,+,43746411,train
ENSG00000167005,19.891710000000003,18.82775,NUDT21,16,-,56451316,train
ENSG00000167011,0.0428034782608695,0.01335,NAT16,7,-,101173574,train
ENSG00000167014,0.0150347826086956,0.0,TERB2,15,+,44956687,train
ENSG00000167034,0.9750691304347828,0.7583,NKX3-1,8,-,23682928,train
ENSG00000167037,1.2905034782608698,1.0394,SGSM1,22,+,24806225,train
ENSG00000167065,1.43003,1.37475,DUSP18,22,-,30667795,valid
ENSG00000167074,5.447978260869564,4.4637,TEF,22,+,41381923,train
ENSG00000167077,1.8992778260869565,1.3394,MEI1,22,+,41781359,train
ENSG00000167080,0.9826873913043478,0.0645,B4GALNT2,17,+,49132763,train
ENSG00000167081,7.186306956521739,6.60355,PBX3,9,+,125747384,train
ENSG00000167083,1.029369565217391,0.93185,GNGT2,17,-,49210566,train
ENSG00000167085,10.401904782608694,9.62855,PHB1,17,-,49414858,train
ENSG00000167088,6.756649565217391,6.1972000000000005,SNRPD1,18,+,21612274,train
ENSG00000167094,0.2673508695652174,0.2095,TTC16,9,+,127720258,train
ENSG00000167098,0.0086695652173913,0.0,SUN5,20,-,33004420,train
ENSG00000167100,0.2885265217391304,0.26575,SAMD14,17,-,50130122,train
ENSG00000167103,2.152545217391304,1.7342,PIP5KL1,9,-,127928791,train
ENSG00000167104,0.0622530434782608,0.0,BPIFB6,20,+,33023455,train
ENSG00000167105,3.803131304347826,3.40525,TMEM92,17,+,50274448,train
ENSG00000167106,5.93591695652174,5.1951,EEIG1,9,-,127950722,train
ENSG00000167107,9.788933913043476,8.78885,ACSF2,17,+,50426242,train
ENSG00000167110,15.157101304347826,14.48005,GOLGA2,9,-,128275935,train
ENSG00000167112,4.228878695652174,3.89265,TRUB2,9,-,128322407,train
ENSG00000167113,7.370252608695653,6.9778,COQ4,9,+,128322816,train
ENSG00000167114,6.618247826086957,5.869949999999999,SLC27A4,9,+,128340474,train
ENSG00000167117,0.0522743478260869,0.0248,ANKRD40CL,17,-,50767518,train
ENSG00000167118,5.971683913043477,5.74125,URM1,9,+,128371343,train
ENSG00000167123,6.102873043478262,5.52085,CERCAM,9,+,128420832,train
ENSG00000167130,7.186515217391304,6.75305,DOLPP1,9,+,129081098,test
ENSG00000167131,0.00357,0.0,CCDC103,17,+,44899694,train
ENSG00000167136,1.0507,0.86165,ENDOG,9,+,128818492,train
ENSG00000167139,0.0069586956521739,0.0,TBC1D21,15,+,73873558,train
ENSG00000167157,2.1876434782608696,1.5548,PRRX2,9,+,129665693,train
ENSG00000167165,0.9138117391304346,0.03485,UGT1A6,2,+,233691693,train
ENSG00000167173,4.281049130434782,4.02295,C15orf39,15,+,75201873,train
ENSG00000167178,0.1906995652173913,0.1533999999999999,ISLR2,15,+,74130564,train
ENSG00000167182,2.6469960869565217,2.54525,SP2,17,+,47896220,train
ENSG00000167183,47.609278695652186,38.0218,PRR15L,17,-,47957821,train
ENSG00000167186,4.535640869565217,4.33545,COQ7,16,+,19067606,train
ENSG00000167191,1.5620626086956522,1.1911,GPRC5B,16,-,19884828,train
ENSG00000167193,23.407988695652172,22.01025,CRK,17,-,1456203,train
ENSG00000167194,0.0124652173913043,0.0,C16orf92,16,+,30023393,train
ENSG00000167195,0.0046060869565217,0.0,GOLGA6C,15,+,75258334,train
ENSG00000167196,4.1968817391304345,3.9619,FBXO22,15,+,75903893,train
ENSG00000167202,10.275443913043478,9.8695,TBC1D2B,15,-,78077660,train
ENSG00000167207,1.8032043478260869,1.60475,NOD2,16,+,50693568,train
ENSG00000167208,2.365510434782608,2.1842,SNX20,16,-,50681285,train
ENSG00000167210,0.1853182608695652,0.13555,LOXHD1,18,-,46601387,train
ENSG00000167216,1.79489,1.64235,KATNAL2,18,+,46917584,train
ENSG00000167220,1.5964543478260869,1.558,HDHD2,18,-,47150448,train
ENSG00000167232,12.884355217391306,12.7672,ZNF91,19,-,23395424,train
ENSG00000167244,0.0660552173913043,0.02175,IGF2,11,-,2139381,train
ENSG00000167257,5.023512608695651,4.82625,RNF214,11,+,117232617,train
ENSG00000167258,12.579474347826086,11.9256,CDK12,17,+,39461468,train
ENSG00000167261,1.6731678260869565,1.44675,DPEP2,16,-,67999468,train
ENSG00000167264,3.117457391304348,3.0006,DUS2,16,+,68023284,train
ENSG00000167272,8.049368695652173,7.6281,POP5,12,-,120581362,train
ENSG00000167280,6.9961595652173925,6.276350000000001,ENGASE,17,+,79074896,train
ENSG00000167281,0.0735508695652173,0.0498,RBFOX3,17,-,79482546,train
ENSG00000167283,5.368855217391305,5.0664,ATP5MG,11,+,118401584,train
ENSG00000167286,13.225327391304347,11.08955,CD3D,11,-,118342645,train
ENSG00000167291,7.275500434782608,6.6559,TBC1D16,17,-,80035863,train
ENSG00000167302,2.0695343478260875,1.9993,TEPSIN,17,-,81231677,train
ENSG00000167306,7.943974782608696,6.99465,MYO5B,18,-,50194945,train
ENSG00000167311,0.3908899999999999,0.1447999999999999,ART5,11,-,3641982,train
ENSG00000167315,7.089136086956524,6.507,ACAA2,18,-,49813512,train
ENSG00000167323,9.019185652173912,8.74945,STIM1,11,+,3855629,train
ENSG00000167325,15.847511739130436,14.6034,RRM1,11,+,4094824,train
ENSG00000167332,0.0226060869565217,0.01075,OR51E2,11,-,4697842,train
ENSG00000167333,6.844043043478261,5.66045,TRIM68,11,-,4608158,train
ENSG00000167346,0.011095652173913,0.0,MMP26,11,+,4704782,train
ENSG00000167355,0.3369995652173913,0.1043,OR51B5,11,-,5505642,train
ENSG00000167359,0.5306778260869566,0.2362,OR51I1,11,-,5441514,train
ENSG00000167360,0.4960169565217391,0.23065,OR51Q1,11,+,5422111,train
ENSG00000167363,2.305158695652174,2.01695,FN3K,17,+,82735551,train
ENSG00000167371,1.5247052173913045,0.9782,PRRT2,16,+,29812231,train
ENSG00000167377,0.3898804347826087,0.3641999999999999,ZNF23,16,-,71462209,train
ENSG00000167378,5.489959565217391,5.0195,IRGQ,19,-,43596003,train
ENSG00000167380,5.514127391304347,5.14975,ZNF226,19,+,44165068,train
ENSG00000167384,3.3515965217391304,3.1168,ZNF180,19,-,44500504,train
ENSG00000167393,1.372911304347826,1.19375,PPP2R3B,X,-,386900,train
ENSG00000167394,1.1421739130434785,1.11175,ZNF668,16,-,31074193,train
ENSG00000167395,4.760262173913045,4.5332,ZNF646,16,+,31074393,train
ENSG00000167397,3.782405652173914,3.5242,VKORC1,16,-,31094727,train
ENSG00000167414,0.4597665217391304,0.16485,GNG8,19,-,46634910,train
ENSG00000167419,0.0779839130434782,0.03475,LPO,17,+,58238693,train
ENSG00000167434,0.5813052173913044,0.3319,CA4,17,+,60149964,train
ENSG00000167447,6.931251304347825,6.607749999999999,SMG8,17,+,59210007,train
ENSG00000167460,30.50622304347826,29.1374,TPM4,19,+,16076486,valid
ENSG00000167461,3.782341304347826,3.6953,RAB8A,19,+,16111868,train
ENSG00000167468,69.45183173913044,63.77845,GPX4,19,+,1104628,train
ENSG00000167470,9.943376956521735,9.02455,MIDN,19,+,1249870,test
ENSG00000167476,1.756708695652174,1.0391499999999998,JSRP1,19,-,2256406,train
ENSG00000167483,0.3806552173913043,0.2054,NIBAN3,19,+,17523301,train
ENSG00000167487,1.5349486956521738,1.4713500000000002,KLHL26,19,+,18637018,train
ENSG00000167491,9.152134782608696,8.5318,GATAD2A,19,+,19405752,valid
ENSG00000167508,5.296583913043479,4.7497,MVD,16,-,88663065,train
ENSG00000167513,2.8320126086956527,2.31795,CDT1,16,+,88803776,train
ENSG00000167515,4.983943043478261,4.72945,TRAPPC2L,16,+,88857111,test
ENSG00000167522,4.997636956521739,4.7593,ANKRD11,16,-,89490534,train
ENSG00000167523,1.3005686956521738,1.20105,SPATA33,16,+,89657740,train
ENSG00000167524,1.418553913043478,1.32435,RSKR,17,-,28614185,train
ENSG00000167525,1.0212239130434784,0.86515,PROCA1,17,-,28711274,train
ENSG00000167526,156.66327347826086,141.10334999999998,RPL13,16,+,89560653,train
ENSG00000167528,5.432872608695652,5.252549999999999,ZNF641,12,-,48350859,train
ENSG00000167531,0.0110643478260869,0.0,LALBA,12,-,48570046,train
ENSG00000167535,3.3098269565217397,2.9916,CACNB3,12,+,48818478,train
ENSG00000167536,1.258834782608696,1.14015,DHRS13,17,-,28902930,train
ENSG00000167543,6.464505652173913,6.3088,TP53I13,17,+,29568682,train
ENSG00000167548,7.781954782608696,7.209049999999999,KMT2D,12,-,49031312,train
ENSG00000167549,0.5766778260869565,0.4413,CORO6,17,-,29622893,train
ENSG00000167550,1.2900734782608696,1.1234000000000002,RHEBL1,12,-,49069897,test
ENSG00000167552,36.80023173913043,32.28245,TUBA1A,12,-,49189054,train
ENSG00000167553,12.366427826086955,11.094,TUBA1C,12,+,49265072,train
ENSG00000167554,1.817713913043478,1.6974,ZNF610,19,+,52336262,train
ENSG00000167555,5.129896956521739,4.9301,ZNF528,19,+,52397841,test
ENSG00000167562,2.7189682608695653,2.6337,ZNF701,19,+,52570279,train
ENSG00000167565,11.412522173913043,10.62875,SERTAD3,19,-,40444282,train
ENSG00000167566,3.432686956521739,3.24705,NCKAP5L,12,-,49828404,train
ENSG00000167578,0.4261886956521739,0.3902,RAB4B,19,+,40778190,train
ENSG00000167580,0.1896278260869565,0.04545,AQP2,12,+,49950733,train
ENSG00000167588,1.3996917391304349,0.8352999999999999,GPD1,12,+,50104001,test
ENSG00000167595,1.2796878260869566,1.1759,PROSER3,19,+,35758153,train
ENSG00000167600,3.037585217391304,2.0006,CYP2S1,19,+,41193230,test
ENSG00000167601,13.8483,12.52825,AXL,19,+,41219183,train
ENSG00000167604,3.1374778260869567,2.91465,NFKBID,19,-,35900532,train
ENSG00000167608,17.467937826086956,16.2055,TMC4,19,-,54173152,train
ENSG00000167612,0.0307243478260869,0.0139999999999999,ANKRD33,12,+,51888088,train
ENSG00000167613,6.764270869565217,6.3135,LAIR1,19,-,54364924,train
ENSG00000167614,0.4364130434782609,0.37805,TTYH1,19,+,54415447,train
ENSG00000167615,21.54288782608696,20.4077,LENG8,19,+,54449180,train
ENSG00000167617,5.167833913043479,3.2042,CDC42EP5,19,-,54473207,train
ENSG00000167618,0.9989186956521738,0.38175,LAIR2,19,+,54502869,train
ENSG00000167619,0.2172469565217391,0.07795,TMEM145,19,+,42313298,train
ENSG00000167625,3.3696078260869564,3.1804,ZNF526,19,+,42220284,train
ENSG00000167632,7.0831791304347815,6.3032,TRAPPC9,8,-,140457719,train
ENSG00000167634,0.571887391304348,0.08345,NLRP7,19,-,54947492,train
ENSG00000167635,32.91413739130435,29.90595,ZNF146,19,+,36215122,train
ENSG00000167637,3.711829565217392,3.3015,ZNF283,19,+,43827341,train
ENSG00000167641,1.6849952173913043,1.35055,PPP1R14A,19,-,38256339,train
ENSG00000167642,19.41650173913043,16.346049999999998,SPINT2,19,+,38264563,train
ENSG00000167644,0.0,0.0,C19orf33,19,+,38304189,train
ENSG00000167645,4.355664347826087,4.18755,YIF1B,19,-,38315921,train
ENSG00000167646,0.3837260869565217,0.2865499999999999,DNAAF3,19,-,55166576,train
ENSG00000167653,10.371694347826088,0.3759,PSCA,8,+,142680487,train
ENSG00000167654,0.0288539130434782,0.01105,ATCAY,19,+,3880647,train
ENSG00000167656,2.45050652173913,0.2474,LY6D,8,-,142786530,train
ENSG00000167657,10.381821739130435,9.6583,DAPK3,19,-,3971052,train
ENSG00000167658,364.7235147826087,323.71505,EEF2,19,-,3985457,train
ENSG00000167664,0.3306534782608695,0.2845499999999999,TMIGD2,19,-,4302378,train
ENSG00000167670,3.69997,3.3246,CHAF1A,19,+,4402616,train
ENSG00000167671,10.026158695652173,9.7109,UBXN6,19,-,4457779,train
ENSG00000167674,8.12210652173913,7.816,HDGFL2,19,+,4472297,train
ENSG00000167676,0.5680117391304348,0.44375,PLIN4,19,-,4513476,valid
ENSG00000167680,1.5216708695652172,1.2777,SEMA6B,19,-,4559708,train
ENSG00000167685,2.897140869565217,2.7051,ZNF444,19,+,56141274,train
ENSG00000167693,6.290864782608696,5.84615,NXN,17,-,979726,train
ENSG00000167695,6.231494782608696,5.64105,TLCD3A,17,+,732412,train
ENSG00000167699,7.951173478260869,7.71505,GLOD4,17,-,782253,train
ENSG00000167700,6.534062173913044,5.31925,MFSD3,8,+,144509050,train
ENSG00000167701,1.3686595652173912,0.918,GPT,8,+,144504127,train
ENSG00000167702,5.202134782608695,4.2401,KIFC2,8,+,144466028,train
ENSG00000167703,4.184711739130435,3.6135,SLC43A2,17,-,1628812,test
ENSG00000167705,5.402329565217392,4.9030000000000005,RILP,17,-,1649854,test
ENSG00000167711,4.785594347826087,2.8039,SERPINF2,17,+,1742837,train
ENSG00000167716,5.061312173913042,4.69875,WDR81,17,+,1724680,train
ENSG00000167720,1.2905578260869566,1.2486000000000002,SRR,17,+,2303944,train
ENSG00000167721,9.30547695652174,8.31855,TSR1,17,-,2336435,train
ENSG00000167723,0.3389369565217391,0.21635,TRPV3,17,-,3557798,train
ENSG00000167733,0.9882434782608696,0.89165,HSD11B1L,19,+,5681000,train
ENSG00000167740,5.420628260869564,4.8758,CYB5D2,17,+,4143670,train
ENSG00000167741,2.9489382608695647,1.5743,GGT6,17,-,4560561,valid
ENSG00000167748,0.0671734782608695,0.0345,KLK1,19,-,50823778,train
ENSG00000167749,0.0943726086956521,0.04015,KLK4,19,-,50909370,train
ENSG00000167751,0.0118830434782608,0.005,KLK2,19,+,50873427,test
ENSG00000167754,0.7497778260869564,0.0246,KLK5,19,-,50953021,train
ENSG00000167755,0.5350473913043478,0.0369,KLK6,19,-,50969567,train
ENSG00000167757,6.7030134782608695,1.2312,KLK11,19,-,51026593,train
ENSG00000167759,1.1657526086956522,0.12745,KLK13,19,-,51065080,train
ENSG00000167766,9.632284347826086,9.116,ZNF83,19,-,52690478,train
ENSG00000167767,7.038843913043478,5.361000000000001,KRT80,12,-,52192007,train
ENSG00000167768,0.0653008695652174,0.0167,KRT1,12,-,52680398,train
ENSG00000167769,0.0432565217391304,0.0259,ACER1,19,-,6333588,train
ENSG00000167770,7.425782173913042,7.177250000000001,OTUB1,11,+,63986411,train
ENSG00000167771,0.9851982608695652,0.48265,RCOR2,11,-,63917130,train
ENSG00000167772,15.74919652173913,8.793800000000001,ANGPTL4,19,+,8364147,train
ENSG00000167775,6.619799565217391,5.76865,CD320,19,-,8308289,train
ENSG00000167778,11.19978956521739,11.1129,SPRYD3,12,-,53079352,train
ENSG00000167779,8.694495217391305,3.87785,IGFBP6,12,+,53097657,train
ENSG00000167780,0.0913282608695652,0.05995,SOAT2,12,+,53103479,train
ENSG00000167785,3.651250869565217,3.60345,ZNF558,19,-,8832286,train
ENSG00000167791,0.017151304347826,0.0,CABP2,11,-,67523442,train
ENSG00000167792,21.75282869565217,20.01045,NDUFV1,11,+,67606894,train
ENSG00000167797,20.40259695652174,16.6252,CDK2AP2,11,-,67508152,train
ENSG00000167799,2.8326821739130432,2.38305,NUDT8,11,-,67629900,train
ENSG00000167800,0.1956382608695652,0.0822,TBX10,11,-,67639740,train
ENSG00000167815,26.30154739130435,24.5335,PRDX2,19,-,12801793,train
ENSG00000167822,0.0006191304347826,0.0,OR8J3,11,-,56140201,train
ENSG00000167825,0.0001069565217391,0.0,OR5I1,11,-,55936400,train
ENSG00000167840,3.527207391304348,3.1934,ZNF232,17,-,5111834,train
ENSG00000167842,7.006153913043479,6.6433,MIS12,17,+,5486556,train
ENSG00000167850,2.2311139130434783,2.0548,CD300C,17,-,74546083,train
ENSG00000167851,6.454554782608695,6.0418,CD300A,17,+,74466627,train
ENSG00000167858,0.9356060869565216,0.3549,TEKT1,17,-,6831716,train
ENSG00000167861,9.171889565217391,8.044699999999999,HID1,17,-,74954972,train
ENSG00000167862,16.24138608695652,15.10905,MRPL58,17,+,75012670,train
ENSG00000167863,15.777080434782608,14.88015,ATP5PD,17,-,75041198,train
ENSG00000167874,1.1152191304347827,0.8897999999999999,TMEM88,17,+,7855056,train
ENSG00000167880,10.34778739130435,9.1806,EVPL,17,-,76027292,train
ENSG00000167881,9.777084347826086,9.26745,SRP68,17,-,76072486,valid
ENSG00000167889,0.2421613043478261,0.08515,MGAT5B,17,+,76868394,train
ENSG00000167895,4.694360869565218,4.256600000000001,TMC8,17,+,78130761,test
ENSG00000167900,16.432401739130437,12.7735,TK1,17,-,78187040,train
ENSG00000167904,2.92027347826087,2.7505,TMEM68,8,-,55773300,train
ENSG00000167910,0.0369047826086956,0.0219,CYP7A1,8,-,58500158,train
ENSG00000167914,0.6456839130434782,0.45685,GSDMA,17,+,39962996,train
ENSG00000167916,0.1282313043478261,0.01675,KRT24,17,-,40703744,train
ENSG00000167925,5.938291739130435,5.67075,GHDC,17,-,42194459,test
ENSG00000167930,8.53067,7.9514,FAM234A,16,+,234521,train
ENSG00000167941,0.1205613043478261,0.0301999999999999,SOST,17,-,43758785,train
ENSG00000167962,4.752037826086956,4.38935,ZNF598,16,-,2009796,train
ENSG00000167964,2.068643043478261,1.65695,RAB26,16,+,2148603,train
ENSG00000167965,4.476635217391304,4.26715,MLST8,16,+,2205446,train
ENSG00000167967,5.032678260869566,4.693,E4F1,16,+,2223557,train
ENSG00000167968,0.5100821739130434,0.37085,DNASE1L2,16,+,2236443,train
ENSG00000167969,7.852596956521738,7.25695,ECI1,16,-,2251562,train
ENSG00000167971,0.2009273913043478,0.11295,CASKIN1,16,-,2196559,train
ENSG00000167972,24.47318260869565,17.20635,ABCA3,16,-,2340703,train
ENSG00000167977,9.63234347826087,8.508099999999999,KCTD5,16,+,2682515,train
ENSG00000167978,39.997655217391305,34.83495,SRRM2,16,+,2752622,train
ENSG00000167981,2.7736834782608697,2.54955,ZNF597,16,-,3443446,train
ENSG00000167984,3.0349413043478264,2.6624,NLRC3,16,-,3577376,train
ENSG00000167985,3.954009130434783,3.85515,SDHAF2,11,+,61430100,train
ENSG00000167986,21.20184608695652,19.99115,DDB1,11,-,61333028,train
ENSG00000167987,6.453376956521739,6.153,VPS37C,11,-,61161413,train
ENSG00000167992,0.1955643478260869,0.1363,VWCE,11,-,61295290,train
ENSG00000167994,1.7439734782608698,1.5672,RAB3IL1,11,-,61917490,train
ENSG00000167995,0.9636247826086958,0.8586499999999999,BEST1,11,+,61950344,valid
ENSG00000167996,66.33793086956521,56.8442,FTH1,11,-,61967631,train
ENSG00000168000,0.6407030434782609,0.58575,BSCL2,11,-,62706234,train
ENSG00000168002,18.89778173913044,17.822049999999997,POLR2G,11,+,62761570,train
ENSG00000168003,22.43934826086957,20.8154,SLC3A2,11,+,62880885,train
ENSG00000168004,0.6853608695652175,0.22765,PLAAT5,11,-,63490532,train
ENSG00000168005,5.872507391304348,5.349,SPINDOC,11,+,63813456,valid
ENSG00000168010,4.843775652173914,4.66535,ATG16L2,11,+,72814380,train
ENSG00000168014,5.737009565217392,5.4694,C2CD3,11,-,74170985,train
ENSG00000168016,9.857080869565218,9.6608,TRANK1,3,-,36908504,train
ENSG00000168026,1.492786956521739,1.34855,TTC21A,3,+,39107654,train
ENSG00000168028,90.90243304347828,83.75,RPSA,3,+,39406710,train
ENSG00000168032,4.931217391304348,3.79355,ENTPD3,3,+,40387175,train
ENSG00000168036,75.97516391304349,70.8154,CTNNB1,3,+,41199495,train
ENSG00000168038,4.511864347826087,4.211399999999999,ULK4,3,-,41961987,train
ENSG00000168040,2.271976086956522,1.93,FADD,11,+,70203288,train
ENSG00000168056,7.397277391304347,6.81285,LTBP3,11,-,65558193,train
ENSG00000168060,0.7408026086956521,0.6533,NAALADL1,11,-,65047873,train
ENSG00000168061,3.265901304347826,2.9848,SAC3D1,11,+,65041203,train
ENSG00000168062,3.157627391304348,2.5642500000000004,BATF2,11,-,64996963,train
ENSG00000168065,0.0764486956521739,0.0163999999999999,SLC22A11,11,+,64555924,train
ENSG00000168066,22.282121304347825,21.386000000000003,SF1,11,-,64778503,valid
ENSG00000168067,2.843875652173913,2.67075,MAP4K2,11,-,64803152,train
ENSG00000168070,0.4290943478260869,0.1389,MAJIN,11,-,64939865,train
ENSG00000168071,3.032142608695652,2.81115,CCDC88B,11,+,64340191,train
ENSG00000168077,3.8230191304347834,2.9605,SCARA3,8,+,27633885,train
ENSG00000168078,3.149240869565217,2.15775,PBK,8,-,27837765,valid
ENSG00000168079,1.991402173913044,0.86805,SCARA5,8,-,27992663,train
ENSG00000168081,0.562836956521739,0.41285,PNOC,8,+,28317260,train
ENSG00000168090,16.075340869565217,15.00245,COPS6,7,+,100088957,train
ENSG00000168092,18.008741304347826,17.09635,PAFAH1B2,11,+,117144277,test
ENSG00000168096,3.1513978260869564,2.9243,ANKS3,16,-,4734223,train
ENSG00000168101,10.351725217391303,9.63035,NUDT16L1,16,+,4693706,train
ENSG00000168116,4.375549130434782,4.22555,KIAA1586,6,+,57046678,train
ENSG00000168118,10.489405652173913,10.0858,RAB4A,1,+,229271100,train
ENSG00000168124,0.0420395652173913,0.0,OR1F1,16,+,3188204,train
ENSG00000168131,0.2986456521739131,0.1553999999999999,OR2B2,6,-,27912396,train
ENSG00000168135,0.0087852173913043,0.0,KCNJ4,22,-,38455639,train
ENSG00000168137,18.428372608695653,17.7065,SETD5,3,+,9397602,train
ENSG00000168140,7.376711739130435,6.2682,VASN,16,+,4371840,train
ENSG00000168143,1.1190017391304348,0.38765,FAM83B,6,+,54846735,train
ENSG00000168152,2.0934617391304347,2.04245,THAP9,4,+,82900682,test
ENSG00000168158,0.0702034782608695,0.05335,OR2C1,16,+,3355889,train
ENSG00000168159,18.34490000000001,17.84185,RNF187,1,+,228487356,train
ENSG00000168172,12.190528695652176,11.54185,HOOK3,8,+,42896910,train
ENSG00000168175,15.437204782608696,14.5728,MAPK1IP1L,14,+,55051639,train
ENSG00000168209,29.04162739130435,21.7186,DDIT4,10,+,72273914,train
